Release date,Product,Platform,Impact,Max Severity,Article,Article (Link),Download,Download (Link),Build Number,Details,Details (Link)
"May 13, 2025",Microsoft Office LTSC for Mac 2021,,Remote Code Execution,Important,Release Notes,https://go.microsoft.com/fwlink/p/?linkid=831049,Security Update,https://go.microsoft.com/fwlink/p/?linkid=831049,16.97.25042725,CVE-2025-30375,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30375
"May 13, 2025",Microsoft Office LTSC for Mac 2024,,Remote Code Execution,Important,Release Notes,https://go.microsoft.com/fwlink/p/?linkid=831049,Security Update,https://go.microsoft.com/fwlink/p/?linkid=831049,16.97.25042725,CVE-2025-29979,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29979
"May 13, 2025",Microsoft Office LTSC for Mac 2021,,Remote Code Execution,Important,Release Notes,https://go.microsoft.com/fwlink/p/?linkid=831049,Security Update,https://go.microsoft.com/fwlink/p/?linkid=831049,16.97.25042725,CVE-2025-29979,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29979
"May 13, 2025",Microsoft Office LTSC for Mac 2024,,Remote Code Execution,Important,Release Notes,https://go.microsoft.com/fwlink/p/?linkid=831049,Security Update,https://go.microsoft.com/fwlink/p/?linkid=831049,16.97.25042725,CVE-2025-29977,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29977
"May 13, 2025",Microsoft Office LTSC for Mac 2021,,Remote Code Execution,Important,Release Notes,https://go.microsoft.com/fwlink/p/?linkid=831049,Security Update,https://go.microsoft.com/fwlink/p/?linkid=831049,16.97.25042725,CVE-2025-29977,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29977
"May 13, 2025",Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),,Elevation of Privilege,Important,5061196,https://support.microsoft.com/help/5061196,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061196,6.1.7601.27730,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),,Elevation of Privilege,Important,5061195,,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061195,6.1.7601.27730,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Elevation of Privilege,Important,5061196,https://support.microsoft.com/help/5061196,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061196,6.1.7601.27730,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Elevation of Privilege,Important,5061195,,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061195,6.1.7601.27730,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5061198,https://support.microsoft.com/help/5061198,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061198,6.0.6003.23317,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5061197,https://support.microsoft.com/help/5061197,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061197,6.0.6003.23317,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2008 for x64-based Systems Service Pack 2,,Elevation of Privilege,Important,5061198,https://support.microsoft.com/help/5061198,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061198,6.0.6003.23317,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2008 for x64-based Systems Service Pack 2,,Elevation of Privilege,Important,5061197,https://support.microsoft.com/help/5061197,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061197,6.0.6003.23317,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5061198,https://support.microsoft.com/help/5061198,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061198,6.0.6003.23317,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5061197,https://support.microsoft.com/help/5061197,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061197,6.0.6003.23317,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2,,Elevation of Privilege,Important,5061198,https://support.microsoft.com/help/5061198,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061198,6.0.6003.23317,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2,,Elevation of Privilege,Important,5061197,https://support.microsoft.com/help/5061197,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061197,6.0.6003.23317,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Microsoft Office LTSC for Mac 2024,,Remote Code Execution,Important,Release Notes,https://go.microsoft.com/fwlink/p/?linkid=831049,Security Update,https://go.microsoft.com/fwlink/p/?linkid=831049,16.97.25042725,CVE-2025-30376,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30376
"May 13, 2025",Microsoft Office LTSC for Mac 2021,,Remote Code Execution,Important,Release Notes,https://go.microsoft.com/fwlink/p/?linkid=831049,Security Update,https://go.microsoft.com/fwlink/p/?linkid=831049,16.97.25042725,CVE-2025-30376,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30376
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2,,Elevation of Privilege,Important,5058449,https://support.microsoft.com/help/5058449,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058449,6.0.6003.23279,CVE-2025-24063,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24063
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2,,Elevation of Privilege,Important,5058429,https://support.microsoft.com/help/5058429,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058429,6.0.6003.23279,CVE-2025-24063,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24063
"May 13, 2025",Windows Server 2016 (Server Core installation),,Elevation of Privilege,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-24063,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24063
"May 13, 2025",Windows Server 2016,,Elevation of Privilege,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-24063,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24063
"May 13, 2025",Windows 10 Version 22H2 for x64-based Systems,,Remote Code Execution,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19045.5854,CVE-2025-30397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30397
"May 13, 2025",Windows 11 Version 22H2 for x64-based Systems,,Remote Code Execution,Important,5058405,https://support.microsoft.com/help/5058405,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058405,10.0.22621.5335,CVE-2025-30397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30397
"May 13, 2025",Windows 11 Version 22H2 for ARM64-based Systems,,Remote Code Execution,Important,5058405,https://support.microsoft.com/help/5058405,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058405,10.0.22621.5335,CVE-2025-30397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30397
"May 13, 2025",Windows 10 Version 21H2 for x64-based Systems,,Remote Code Execution,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19044.5854,CVE-2025-30397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30397
"May 13, 2025",Windows 10 Version 21H2 for ARM64-based Systems,,Remote Code Execution,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19044.5854,CVE-2025-30397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30397
"May 13, 2025",Windows 10 Version 21H2 for 32-bit Systems,,Remote Code Execution,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19044.5854,CVE-2025-30397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30397
"May 13, 2025",Windows Server 2022 (Server Core installation),,Remote Code Execution,Important,5058385,https://support.microsoft.com/help/5058385,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058385,10.0.20348.3692,CVE-2025-30397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30397
"May 13, 2025",Windows Server 2022,,Remote Code Execution,Important,5058385,https://support.microsoft.com/help/5058385,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058385,10.0.20348.3692,CVE-2025-30397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30397
"May 13, 2025",Windows Server 2022,,Remote Code Execution,Important,5058500,https://support.microsoft.com/help/5058500,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058500,10.0.20348.3630,CVE-2025-30397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30397
"May 13, 2025",Windows Server 2019 (Server Core installation),,Remote Code Execution,Important,5058392,https://support.microsoft.com/help/5058392,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-30397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30397
"May 13, 2025",Windows Server 2019,,Remote Code Execution,Important,5058392,https://support.microsoft.com/help/5058392,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-30397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-30397
"May 13, 2025",Windows Server 2016 (Server Core installation),,Information Disclosure,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025",Windows Server 2016,,Information Disclosure,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025",Windows 10 Version 1607 for x64-based Systems,,Information Disclosure,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025",Windows 10 Version 1607 for 32-bit Systems,,Information Disclosure,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025",Windows 10 for x64-based Systems,,Information Disclosure,Important,5058387,https://support.microsoft.com/help/5058387,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058387,10.0.10240.21014,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025",Windows 10 for 32-bit Systems,,Information Disclosure,Important,5058387,https://support.microsoft.com/help/5058387,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058387,10.0.10240.21014,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025",Windows Server 2025,,Information Disclosure,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025",Windows Server 2025,,Information Disclosure,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025",Windows 11 Version 24H2 for x64-based Systems,,Information Disclosure,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025",Windows 11 Version 24H2 for x64-based Systems,,Information Disclosure,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025",Windows 11 Version 24H2 for ARM64-based Systems,,Information Disclosure,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025",Windows 11 Version 24H2 for ARM64-based Systems,,Information Disclosure,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025","Windows Server 2022, 23H2 Edition (Server Core installation)",,Information Disclosure,Important,5058384,https://support.microsoft.com/help/5058384,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058384,10.0.25398.1611,CVE-2025-29974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29974
"May 13, 2025",Windows 10 for 32-bit Systems,,Information Disclosure,Important,5058387,https://support.microsoft.com/help/5058387,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058387,10.0.10240.21014,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows Server 2025,,Information Disclosure,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows Server 2025,,Information Disclosure,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows 11 Version 24H2 for x64-based Systems,,Information Disclosure,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows 11 Version 24H2 for x64-based Systems,,Information Disclosure,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows 11 Version 24H2 for ARM64-based Systems,,Information Disclosure,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows 11 Version 24H2 for ARM64-based Systems,,Information Disclosure,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025","Windows Server 2022, 23H2 Edition (Server Core installation)",,Information Disclosure,Important,5058384,https://support.microsoft.com/help/5058384,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058384,10.0.25398.1611,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows 11 Version 23H2 for x64-based Systems,,Information Disclosure,Important,5058405,https://support.microsoft.com/help/5058405,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058405,10.0.22631.5335,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows 11 Version 23H2 for ARM64-based Systems,,Information Disclosure,Important,5058405,https://support.microsoft.com/help/5058405,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058405,10.0.22631.5335,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows Server 2025 (Server Core installation),,Information Disclosure,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows Server 2025 (Server Core installation),,Information Disclosure,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows 10 Version 22H2 for 32-bit Systems,,Information Disclosure,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19045.5854,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows 10 Version 22H2 for ARM64-based Systems,,Information Disclosure,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19045.5854,CVE-2025-29961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29961
"May 13, 2025",Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),,Information Disclosure,Important,5058430,https://support.microsoft.com/help/5058430,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058430,6.1.7601.27729,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),,Information Disclosure,Important,5058454,https://support.microsoft.com/help/5058454,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058454,6.1.7601.27729,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Information Disclosure,Important,5058430,https://support.microsoft.com/help/5058430,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058430,6.1.7601.27729,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Information Disclosure,Important,5058454,https://support.microsoft.com/help/5058454,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058454,6.1.7601.27729,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Information Disclosure,Important,5058449,https://support.microsoft.com/help/5058449,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058449,6.0.6003.23279,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Information Disclosure,Important,5058429,https://support.microsoft.com/help/5058429,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058429,6.0.6003.23279,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2008 for x64-based Systems Service Pack 2,,Information Disclosure,Important,5058449,https://support.microsoft.com/help/5058449,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058449,6.0.6003.23279,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2008 for x64-based Systems Service Pack 2,,Information Disclosure,Important,5058429,https://support.microsoft.com/help/5058429,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058429,6.0.6003.23279,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Information Disclosure,Important,5058449,https://support.microsoft.com/help/5058449,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058449,6.0.6003.23279,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Information Disclosure,Important,5058429,https://support.microsoft.com/help/5058429,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058429,6.0.6003.23279,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2,,Information Disclosure,Important,5058449,https://support.microsoft.com/help/5058449,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058449,6.0.6003.23279,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2,,Information Disclosure,Important,5058429,https://support.microsoft.com/help/5058429,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058429,6.0.6003.23279,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2016 (Server Core installation),,Information Disclosure,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
"May 13, 2025",Windows Server 2016,,Information Disclosure,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-29956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29956
